1,Royal Bank of Canada,,,2023-10-13 11:00:06,'2023-10-30 12:43:01'),lender_type,asset_specializations,is_land_lender,is_construction_lender,is_commercial_lender
2522,1596451 Ontario Ltd,,,2023-11-12 19:41:12,'2023-11-12 19:41:12'),Major Bank,general,0,0,0
2523,1130397 Ontario Ltd,,,2023-11-12 19:41:13,'2023-11-12 19:41:13'),Major Bank,general,0,0,0
2524,S&amp;R Bawa Holdco Ltd,,,2023-11-12 19:41:13,'2023-11-12 19:41:13'),Major Bank,general,0,0,0
2525,2599745 Ontario Inc,,,2023-11-12 19:41:13,'2023-11-12 19:41:13'),Other,general,0,0,0
2526,RM Harrison Developments Ltd,,,2023-11-12 19:41:13,'2023-11-12 19:41:13'),Major Bank,general,0,0,0
2527,Keeleone Developments (PH2) Ltd,,,2023-11-12 19:41:13,'2023-11-12 19:41:13'),Major Bank,general,0,0,0
2528,ERKA Holdings Inc,,,2023-11-12 19:41:14,'2023-11-12 19:41:14'),Private Lender,general,0,0,0
2529,2555111 Ontario Inc,,,2023-11-12 19:41:14,'2023-11-12 19:41:14'),Other,general,0,0,0
2530,LRG Tottenham Inc,,,2023-11-12 19:41:15,'2023-11-12 19:41:15'),Other,general,0,0,0
2531,2655570 Ontario Inc,,,2023-11-12 19:41:15,'2023-11-12 19:41:15'),Other,general,0,0,0
2532,286872 Ontario Inc,,,2023-11-12 19:41:16,'2023-11-12 19:41:16'),Other,general,0,0,0
2533,15321 A Holdings Ltd,,,2023-11-12 19:41:16,'2023-11-12 19:41:16'),Major Bank,general,0,0,0
2534,Brookfield Residential (Ontario) Milton Ltd,,,2023-11-12 19:41:17,'2023-11-12 19:41:17'),Major Bank,residential,0,0,0
2535,Chiappino &amp; Associates Ltd,,,2023-11-12 19:41:18,'2023-11-12 19:41:18'),Major Bank,general,0,0,0
2536,1250916 Ontario Ltd,,,2023-11-12 19:41:18,'2023-11-12 19:41:18'),Major Bank,general,0,0,0
2537,2445680 Ontario Ltd,,,2023-11-12 19:41:18,'2023-11-12 19:41:18'),Major Bank,general,0,0,0
2538,1000120066 Ontario Inc,,,2023-11-12 19:41:18,'2023-11-12 19:41:18'),Other,general,0,0,0
2539,852 Broad Inc,,,2023-11-12 19:41:20,'2023-11-12 19:41:20'),Other,general,0,0,0
2540,P &amp; A Giving Inc,,,2023-11-12 19:41:20,'2023-11-12 19:41:20'),Other,general,0,0,0
2541,Trio Capital Group Inc,,,2023-11-12 19:41:20,'2023-11-12 19:41:20'),Private Lender,general,0,0,0
2542,Claybar Properties Inc,,,2023-11-12 19:41:20,'2023-11-12 19:41:20'),Development Company,general,0,0,0
2543,1220356 Ontario Ltd and 12 other,,,2023-11-12 19:41:20,'2023-11-12 19:41:20'),Major Bank,general,0,0,0
2544,Strategic Investments and Holdings Inc,,,2023-11-12 19:41:20,'2023-11-12 19:41:20'),Private Lender,general,0,0,0
2545,Allen Quality Inc &amp; 34 other,,,2023-11-12 19:41:21,'2023-11-12 19:41:21'),Other,general,0,0,0
2546,Falcon Investment Group Inc,,,2023-11-12 19:41:21,'2023-11-12 19:41:21'),Other,general,0,0,0
2547,Maple Valley Development Corp Inc,,,2023-11-12 19:41:22,'2023-11-12 19:41:22'),Development Company,general,0,0,0
2548,1000080373 Ontario Inc,,,2023-11-12 19:41:22,'2023-11-12 19:41:22'),Other,general,0,0,0
2549,1705343 Ontario Ltd,,,2023-11-12 19:41:22,'2023-11-12 19:41:22'),Major Bank,general,0,0,0
2550,Jeff Belisowski Real Estate Cor,,,2023-11-12 19:41:22,'2023-11-12 19:41:22'),Other,general,0,0,0
2551,Huntsville Highlands (Muskoka) Inc,,,2023-11-12 19:41:22,'2023-11-12 19:41:22'),Other,land,1,0,0
2552,Prisma Design-Build Cor,,,2023-11-12 19:41:22,'2023-11-12 19:41:22'),Other,general,0,0,0
2553,Renaissance Realty Cor,,,2023-11-12 19:41:23,'2023-11-12 19:41:23'),Other,general,0,0,0
2554,Petrogold Inc,,,2023-11-12 19:41:23,'2023-11-12 19:41:23'),Other,general,0,0,0
2555,Klamp Investments Ltd,,,2023-11-12 19:41:23,'2023-11-12 19:41:23'),Major Bank,general,0,0,0
2556,Dreamhouse Properties and Investments Inc,,,2023-11-12 19:41:25,'2023-11-12 19:41:25'),Development Company,general,0,0,0
2557,Marcor Farms Ltd,,,2023-11-12 19:41:25,'2023-11-12 19:41:25'),Major Bank,agricultural,0,0,0
2558,91 OFH Ltd,opticsforhire.com,,2023-12-02 14:02:20,'2023-11-12 19:41:26'),Major Bank,general,0,0,0
2559,Knip Farms Inc,,,2023-11-12 19:41:26,'2023-11-12 19:41:26'),Other,agricultural,0,0,0
2560,701 Brock Ltd,,,2023-11-12 19:41:26,'2023-11-12 19:41:26'),Major Bank,general,0,0,0
2561,Coreplan Construction Inc and 7 other,,,2023-11-12 19:41:26,'2023-11-12 19:41:26'),Other,construction,0,1,0
2562,Elieff Consumer Products Ltd,,,2023-11-12 19:41:27,'2023-11-12 19:41:27'),Major Bank,general,0,0,0
2563,2846987 Ontario Inc,,,2023-11-12 19:41:27,'2023-11-12 19:41:27'),Other,general,0,0,0
2564,1024853 Ontario Ltd,,,2023-11-12 19:41:27,'2023-11-12 19:41:27'),Major Bank,general,0,0,0
2565,2038148 Ontario Inc,,,2023-11-12 19:41:27,'2023-11-12 19:41:27'),Other,general,0,0,0
2566,Rowbry Holdings Ltd,,,2023-11-12 19:41:28,'2023-11-12 19:41:28'),Major Bank,general,0,0,0
2567,2029769 Ontario Inc,,,2023-11-12 19:41:28,'2023-11-12 19:41:28'),Other,general,0,0,0
2568,2286261 Ontario Ltd,,,2023-11-12 19:41:28,'2023-11-12 19:41:28'),Major Bank,general,0,0,0
2569,RACM Capital Inc,,,2023-11-12 19:41:28,'2023-11-12 19:41:28'),Private Lender,general,0,0,0
2570,Smith Lauren Holdings Inc,,,2023-11-12 19:41:28,'2023-11-12 19:41:28'),Private Lender,general,0,0,0
2571,PMP 2011 Nominee Ltd,,,2023-11-12 19:41:29,'2023-11-12 19:41:29'),Major Bank,general,0,0,0
2572,Mattwood Construction Ltd,,,2023-11-12 19:41:30,'2023-11-12 19:41:30'),Major Bank,construction,0,1,0
2573,DS Real Estate Holdings Inc,,,2023-11-12 19:41:30,'2023-11-12 19:41:30'),Private Lender,general,0,0,0
2574,The Financial Services Regulatory Authority of Ontario,,,2023-11-12 19:41:30,'2023-11-12 19:41:30'),Credit Union,general,0,0,0
2575,"Robert, David &amp; Frances Kama",,,2023-11-12 19:41:30,'2023-11-12 19:41:30'),Other,general,0,0,0
2576,1317424 Ontario Inc,,,2023-11-12 19:41:31,'2023-11-12 19:41:31'),Other,general,0,0,0
2577,824060 Ontario Ltd,,,2023-11-12 19:41:31,'2023-11-12 19:41:31'),Major Bank,general,0,0,0
2578,KHL Investments USA Inc,,,2023-11-12 19:41:31,'2023-11-12 19:41:31'),Other,general,0,0,0
2579,1223513 Ontario Inc,,,2023-11-12 19:41:31,'2023-11-12 19:41:31'),Other,general,0,0,0
2580,Millennium Restaurants (London) Ltd,,,2023-11-12 19:41:32,'2023-11-12 19:41:32'),Major Bank,general,0,0,0
2581,Nelms Group Ltd,,,2023-11-12 19:41:32,'2023-11-12 19:41:32'),Major Bank,general,0,0,0
2582,Ahluwalia Investments Inc,,,2023-11-12 19:41:32,'2023-11-12 19:41:32'),Other,general,0,0,0
2583,First Beaverton Inc,,,2023-11-12 19:41:33,'2023-11-12 19:41:33'),Other,general,0,0,0
2584,Aligroup Properties Inc,,,2023-11-12 19:41:33,'2023-11-12 19:41:33'),Development Company,general,0,0,0
2585,800460 Ontario Ltd,,,2023-11-12 19:41:33,'2023-11-12 19:41:33'),Major Bank,general,0,0,0
2586,Northernsky Brighton Partners Ltd,,,2023-11-12 19:41:33,'2023-11-12 19:41:33'),Major Bank,general,0,0,0
2587,Simtrek Ltd,,,2023-11-12 19:41:33,'2023-11-12 19:41:33'),Major Bank,general,0,0,0
2588,1231045 Ontario Inc,,,2023-11-12 19:41:34,'2023-11-12 19:41:34'),Other,general,0,0,0
2589,2438231 Ontario Inc,,,2023-11-12 19:41:34,'2023-11-12 19:41:34'),Other,general,0,0,0
2590,Jazvac Property Management Inc,,,2023-11-12 19:41:35,'2023-11-12 19:41:35'),Development Company,general,0,0,0
2591,2750 Hwy 7 Inc,,,2023-11-12 19:41:35,'2023-11-12 19:41:35'),Other,general,0,0,0
2592,Neworld Properties Inc,,,2023-11-12 19:41:35,'2023-11-12 19:41:35'),Development Company,general,0,0,0
2593,Canadian Fur Shop Saitoh Ltd,,,2023-11-12 19:41:35,'2023-11-12 19:41:35'),Major Bank,general,0,0,0
2594,2777742 Ontario Inc,,,2023-11-12 19:41:36,'2023-11-12 19:41:36'),Other,general,0,0,0
2595,Sunhar Inc,,,2023-11-12 19:41:36,'2023-11-12 19:41:36'),Other,general,0,0,0
2596,TTA Investments Inc,,,2023-11-12 19:41:36,'2023-11-12 19:41:36'),Other,general,0,0,0
2597,1035687 Ontario Ltd,,,2023-11-12 19:41:36,'2023-11-12 19:41:36'),Major Bank,general,0,0,0
2598,JSVB Holdings Ltd,,,2023-11-12 19:41:36,'2023-11-12 19:41:36'),Major Bank,general,0,0,0
2599,122 Kinghigh Development Cor,,,2023-11-12 19:41:37,'2023-11-12 19:41:37'),Development Company,general,0,0,0
2600,1150735 Ontario Ltd,,,2023-11-12 19:41:37,'2023-11-12 19:41:37'),Major Bank,general,0,0,0
2601,Bruell Contracting Ltd,,,2023-11-12 19:41:37,'2023-11-12 19:41:37'),Major Bank,general,0,0,0
2602,Meridian Capital Union Ltd,,,2023-11-12 19:41:38,'2023-11-12 19:41:38'),Major Bank,general,0,0,0
2603,Greyfair Holdings Inc,,,2023-11-12 19:41:38,'2023-11-12 19:41:38'),Private Lender,general,0,0,0
2604,Just Joan Holdings Inc,,,2023-11-12 19:41:38,'2023-11-12 19:41:38'),Private Lender,general,0,0,0
2605,Caisse Desjardins de Vaudreuil-Soulange,,,2023-11-12 19:41:38,'2023-11-12 19:41:38'),Credit Union,general,0,0,0
2606,509 Parliament Street Inc,,,2023-11-12 19:41:39,'2023-11-12 19:41:39'),Other,general,0,0,0
2607,Sonoma Development Group Inc,,,2023-11-12 19:41:39,'2023-11-12 19:41:39'),Development Company,general,0,0,0
2608,Rafa Corporatio,,,2023-11-12 19:41:39,'2023-11-12 19:41:39'),Other,general,0,0,0
2609,2701010 Ontario Ltd,,,2023-11-12 19:41:39,'2023-11-12 19:41:39'),Major Bank,general,0,0,0
2610,Dave Wood Holdings Ltd,,,2023-11-12 19:41:39,'2023-11-12 19:41:39'),Major Bank,general,0,0,0
2611,Goldshine Financial Group Inc and 6 other,,,2023-11-12 19:41:39,'2023-11-12 19:41:39'),Credit Union,general,0,0,0
2612,Doel Development Corportation Ltd,,,2023-11-12 19:41:40,'2023-11-12 19:41:40'),Major Bank,general,0,0,0
2613,430635 Ontario Inc,,,2023-11-12 19:41:40,'2023-11-12 19:41:40'),Other,general,0,0,0
2614,Highglen Homes Ltd,,,2023-11-12 19:41:41,'2023-11-12 19:41:41'),Major Bank,general,0,0,0
2615,2230826 Ontario Ltd,,,2023-11-12 19:41:42,'2023-11-12 19:41:42'),Major Bank,general,0,0,0
2616,Atrium Mortgage Investments Cor,,,2023-11-12 19:41:42,'2023-11-12 19:41:42'),Private Lender,residential,0,0,0
2617,Barrett Kudlow Capital Management Inc,,,2023-11-12 19:41:43,'2023-11-12 19:41:43'),Private Lender,general,0,0,0
2618,SS Welland Inc,,,2023-11-12 19:41:44,'2023-11-12 19:41:44'),Other,land,1,0,0
2619,TCR 2008 Equities Inc,,,2023-11-12 19:41:44,'2023-11-12 19:41:44'),Other,general,0,0,0
2620,1288601 Ontario Ltd and 9 other,,,2023-11-12 19:41:44,'2023-11-12 19:41:44'),Major Bank,general,0,0,0
2621,1220356 Ontario Ltd and 38 other,,,2023-11-12 19:41:44,'2023-11-12 19:41:44'),Major Bank,general,0,0,0
2622,QZ4 Holdings Inc,,,2023-11-12 19:41:45,'2023-11-12 19:41:45'),Private Lender,general,0,0,0
2623,Tornat Newcastle Ltd,,,2023-11-12 19:41:45,'2023-11-12 19:41:45'),Major Bank,general,0,0,0
2624,819189 Ontario Ltd,,,2023-11-12 19:41:45,'2023-11-12 19:41:45'),Major Bank,general,0,0,0
2625,Port Severn Heights Inc,,,2023-11-12 19:41:45,'2023-11-12 19:41:45'),Other,general,0,0,0
2626,Wu Family Holdings Inc,,,2023-11-12 19:41:46,'2023-11-12 19:41:46'),Private Lender,general,0,0,0
2627,1000168164 Ontario Ltd,,,2023-11-12 19:41:46,'2023-11-12 19:41:46'),Major Bank,general,0,0,0
2628,Zimmerman&#039;s Nursery Ltd,,,2023-11-12 19:41:46,'2023-11-12 19:41:46'),Major Bank,general,0,0,0
2629,Barone Consulting Inc,,,2023-11-12 19:41:47,'2023-11-12 19:41:47'),Other,general,0,0,0
2630,1918384 Ontario Ltd,,,2023-11-12 19:41:47,'2023-11-12 19:41:47'),Major Bank,general,0,0,0
2631,Matan Foundatio,,,2023-11-12 19:41:48,'2023-11-12 19:41:48'),Other,general,0,0,0
2632,H &amp; J Donegan Holdings Inc,,,2023-11-12 19:41:49,'2023-11-12 19:41:49'),Private Lender,general,0,0,0
2633,2353662 Ontario Ltd,,,2023-11-12 19:41:50,'2023-11-12 19:41:50'),Major Bank,general,0,0,0
2634,2425924 Alberta ULC,,,2023-11-12 19:41:52,'2023-11-12 19:41:52'),Other,general,0,0,0
2635,Bell City Foundry (Brantford) Ltd,,,2023-11-12 19:41:52,'2023-11-12 19:41:52'),Major Bank,general,0,0,0
2636,R Kapital Ltd,,,2023-11-12 19:41:52,'2023-11-12 19:41:52'),Major Bank,general,0,0,0
2637,2849360 Ontario Cor,,,2023-11-12 19:41:52,'2023-11-12 19:41:52'),Other,general,0,0,0
2638,Speck Consulting Inc,,,2023-11-12 19:41:53,'2023-11-12 19:41:53'),Other,general,0,0,0
2639,2356976 Ontario Inc,,,2023-11-12 19:41:54,'2023-11-12 19:41:54'),Other,general,0,0,0
2640,2869081 Ontario Inc,,,2023-11-12 19:41:55,'2023-11-12 19:41:55'),Other,general,0,0,0
2641,2143519 Ontario Inc,,,2023-11-12 19:41:55,'2023-11-12 19:41:55'),Other,general,0,0,0
2642,Mic Mac Realty (Ottawa) Ltd,,,2023-11-12 19:41:55,'2023-11-12 19:41:55'),Major Bank,general,0,0,0
2643,Exchequer Capital Inc,,,2023-11-14 19:34:54,'2023-11-14 19:34:54'),Private Lender,general,0,0,0
2644,Richmond Oshawa Inc,,,2023-11-14 19:34:54,'2023-11-14 19:34:54'),Other,general,0,0,0
2645,2842664 Ontario Inc,,,2023-11-14 19:34:54,'2023-11-14 19:34:54'),Other,general,0,0,0
2646,Simple Investment,,,2023-11-14 19:34:55,'2023-11-14 19:34:55'),Other,general,0,0,0
2647,5001978 Ontario Inc,,,2023-11-14 19:34:55,'2023-11-14 19:34:55'),Other,general,0,0,0
2648,William Searle,,,2023-11-14 19:34:56,'2023-11-14 19:34:56'),Other,general,0,0,0
2649,Axe Lake Eco Development Ltd,,,2023-11-14 19:34:56,'2023-11-14 19:34:56'),Major Bank,general,0,0,0
2650,Lora Bay Cor,,,2023-11-14 19:34:56,'2023-11-14 19:34:56'),Other,general,0,0,0
2651,Jenland Properties Ltd,,,2023-11-14 19:34:57,'2023-11-14 19:34:57'),Major Bank,land,1,0,0
2652,2826746 Ontario Ltd,,,2023-11-14 19:34:58,'2023-11-14 19:34:58'),Major Bank,general,0,0,0
2653,14401294 Ontario Inc and 9 other,,,2023-11-14 19:34:59,'2023-11-14 19:34:59'),Other,general,0,0,0
2654,Moodies Motel Ltd,,,2023-11-14 19:34:59,'2023-11-14 19:34:59'),Major Bank,hospitality,0,0,0
2655,696346 Ontario Ltd,,,2023-11-14 19:35:00,'2023-11-14 19:35:00'),Major Bank,general,0,0,0
2656,Majesty Commercial Properties Inc,,,2023-11-14 19:35:01,'2023-11-14 19:35:01'),Development Company,commercial,0,0,1
2657,Petra Gellert,,,2023-11-14 19:35:01,'2023-11-14 19:35:01'),Other,general,0,0,0
2658,Anderson&#039;s Bay Breezes Resort Inc,,,2023-11-14 19:35:01,'2023-11-14 19:35:01'),Other,general,0,0,0
2659,2746385 Ontario Inc,,,2023-11-14 19:35:01,'2023-11-14 19:35:01'),Other,general,0,0,0
2660,Redrock Corporatio,,,2023-11-14 19:35:01,'2023-11-14 19:35:01'),Other,general,0,0,0
2661,1576677 Ontario Inc,,,2023-11-14 19:35:02,'2023-11-14 19:35:02'),Other,general,0,0,0
2662,Howie Fleisher Holdings Inc,,,2023-11-14 19:35:02,'2023-11-14 19:35:02'),Private Lender,general,0,0,0
2663,2647857 Ontario Inc,,,2023-11-14 19:35:03,'2023-11-14 19:35:03'),Other,general,0,0,0
2664,Donroc Management Inc,,,2023-11-14 19:35:03,'2023-11-14 19:35:03'),Other,general,0,0,0
2665,Van Der Burg Farms Inc,,,2023-11-14 19:35:03,'2023-11-14 19:35:03'),Other,agricultural,0,0,0
2666,Comer Classics Inc,,,2023-11-14 19:35:03,'2023-11-14 19:35:03'),Other,general,0,0,0
2667,Resurrection Credit Union Ltd,,,2023-11-14 19:35:04,'2023-11-14 19:35:04'),Major Bank,commercial,0,0,1
2668,7 Duke Ltd,,,2023-11-14 19:35:05,'2023-11-14 19:35:05'),Major Bank,general,0,0,0
2669,1027414 Ontario Inc,,,2023-11-14 19:35:07,'2023-11-14 19:35:07'),Other,general,0,0,0
2670,Jomatta Inc,,,2023-11-14 19:35:08,'2023-11-14 19:35:08'),Other,general,0,0,0
2671,1527967 Ontario Inc,,,2023-11-14 19:35:08,'2023-11-14 19:35:08'),Other,general,0,0,0
2672,Brookside Castle Corporatio,,,2023-11-14 19:35:09,'2023-11-14 19:35:09'),Other,general,0,0,0
2673,Craig Street Holdings Inc,,,2023-11-14 19:35:09,'2023-11-14 19:35:09'),Private Lender,general,0,0,0
2674,2795006 Ontario Inc,,,2023-11-14 19:35:10,'2023-11-14 19:35:10'),Other,general,0,0,0
2675,1803299 Ontario Inc,,,2023-11-14 19:35:10,'2023-11-14 19:35:10'),Other,general,0,0,0
2676,13164454 Canada Inc,,,2023-11-14 19:35:10,'2023-11-14 19:35:10'),Other,general,0,0,0
2677,2567310 Ontario Ltd,,,2023-11-14 19:35:11,'2023-11-14 19:35:11'),Major Bank,general,0,0,0
2678,Rehana Inc,,,2023-11-14 19:35:11,'2023-11-14 19:35:11'),Other,general,0,0,0
2679,Twenty-Five Management Inc,,,2023-11-14 19:35:11,'2023-11-14 19:35:11'),Other,general,0,0,0
2680,1076875 Ontario Inc,,,2023-11-14 19:35:11,'2023-11-14 19:35:11'),Other,general,0,0,0
2681,2153274 Ontario Inc,,,2023-11-14 19:35:11,'2023-11-14 19:35:11'),Other,general,0,0,0
2682,Empire Capital Inc,,,2023-11-14 19:35:11,'2023-11-14 19:35:11'),Private Lender,general,0,0,0
2683,Silva Homes Inc,,,2023-11-14 19:35:11,'2023-11-14 19:35:11'),Other,general,0,0,0
2684,1833051 Ontario Ltd,,,2023-11-14 19:35:11,'2023-11-14 19:35:11'),Major Bank,general,0,0,0
2685,The Baby Point Inc,,,2023-11-14 19:35:11,'2023-11-14 19:35:11'),Other,general,0,0,0
2686,Dream Asset Management Cor,,,2023-11-14 19:35:12,'2023-11-14 19:35:12'),Other,general,0,0,0
2687,First Richmond Centre Inc,,,2023-11-14 19:35:12,'2023-11-14 19:35:12'),Other,general,0,0,0
2688,Paris Properties Ltd,,,2023-11-14 19:35:12,'2023-11-14 19:35:12'),Major Bank,general,0,0,0
2689,1250994 Ontario Ltd,,,2023-11-14 19:35:12,'2023-11-14 19:35:12'),Major Bank,general,0,0,0
2690,Stopcap 2 Inc,,,2023-11-14 19:35:12,'2023-11-14 19:35:12'),Other,general,0,0,0
2691,VMR Capital Cor,,,2023-11-14 19:35:13,'2023-11-14 19:35:13'),Private Lender,general,0,0,0
2692,1449400 Ontario Inc,,,2023-11-14 19:35:13,'2023-11-14 19:35:13'),Other,general,0,0,0
2693,91 Bedford Development Inc,,,2023-11-14 19:35:13,'2023-11-14 19:35:13'),Development Company,general,0,0,0
2694,2568268 Ontario Inc,,,2023-11-14 19:35:14,'2023-11-14 19:35:14'),Other,general,0,0,0
2695,Ark Capital Ltd,,,2023-11-14 19:35:14,'2023-11-14 19:35:14'),Major Bank,general,0,0,0
2696,Pham Pro Investment Inc,,,2023-11-14 19:35:15,'2023-11-14 19:35:15'),Other,general,0,0,0
2697,Breiter International Properties Inc,,,2023-11-14 19:35:15,'2023-11-14 19:35:15'),Development Company,general,0,0,0
2698,David W Morrison Enterprises Ltd,,,2023-11-14 19:35:16,'2023-11-14 19:35:16'),Major Bank,general,0,0,0
2699,Relic Realty Inc,,,2023-11-14 19:35:16,'2023-11-14 19:35:16'),Other,general,0,0,0
2700,NGPI Canada Inc,,,2023-11-14 19:35:16,'2023-11-14 19:35:16'),Other,general,0,0,0
2701,Industrial Heat Treating Ltd,indht.com,,2023-12-02 14:02:20,'2023-11-14 19:35:16'),Major Bank,industrial,0,0,0
2702,Intellect Capital Cor,,,2023-11-14 19:35:16,'2023-11-14 19:35:16'),Private Lender,general,0,0,0
2703,2427664 Ontario Inc,,,2023-11-14 19:35:17,'2023-11-14 19:35:17'),Other,general,0,0,0
2704,Ready Capital Mortgage Holdings Ltd,,,2023-11-14 19:35:17,'2023-11-14 19:35:17'),Major Bank,residential,0,0,0
2705,Mess Management Inc,,,2023-11-14 19:35:17,'2023-11-14 19:35:17'),Other,general,0,0,0
2706,Corwin Mortgage Capital Inc,,,2023-11-14 19:35:17,'2023-11-14 19:35:17'),Private Lender,residential,0,0,0
2707,1609502 Ontario Inc,,,2023-11-14 19:35:17,'2023-11-14 19:35:17'),Other,general,0,0,0
2708,Nedmar Enterprises Inc,,,2023-11-14 19:35:17,'2023-11-14 19:35:17'),Other,general,0,0,0
2709,Talka Credit Union Ltd,,,2023-11-14 19:35:18,'2023-11-14 19:35:18'),Major Bank,commercial,0,0,1
2710,1891038 Ontario Inc,,,2023-11-14 19:35:19,'2023-11-14 19:35:19'),Other,general,0,0,0
2711,SGH Investments Inc,,,2023-11-14 19:35:20,'2023-11-14 19:35:20'),Other,general,0,0,0
2712,Albert Gale Agencies Ltd,,,2023-11-14 19:35:21,'2023-11-14 19:35:21'),Major Bank,general,0,0,0
2713,2319297 Ontario Inc,,,2023-11-14 19:35:21,'2023-11-14 19:35:21'),Other,general,0,0,0
2714,1231674 Ontario Inc,,,2023-11-14 19:35:21,'2023-11-14 19:35:21'),Other,general,0,0,0
2715,Durham Seamless Ltd,,,2023-11-14 19:35:21,'2023-11-14 19:35:21'),Major Bank,general,0,0,0
2716,1220356 Ontario Ltd and 18 other,,,2023-11-14 19:35:21,'2023-11-14 19:35:21'),Major Bank,general,0,0,0
2717,Watkins Properties Inc,,,2023-11-14 19:35:21,'2023-11-14 19:35:21'),Development Company,general,0,0,0
2718,Kalar Ltd,,,2023-11-14 19:35:22,'2023-11-14 19:35:22'),Major Bank,general,0,0,0
2719,1934046 Ontario Inc,,,2023-11-14 19:35:23,'2023-11-14 19:35:23'),Other,general,0,0,0
2720,S&amp;A Gauvreau Properties Inc,,,2023-11-14 19:35:23,'2023-11-14 19:35:23'),Development Company,general,0,0,0
2721,Inter-River Corporation Ltd,,,2023-11-14 19:35:23,'2023-11-14 19:35:23'),Major Bank,general,0,0,0
2722,Golden Goose Investment Holdings Inc,,,2023-11-14 19:35:23,'2023-11-14 19:35:23'),Private Lender,general,0,0,0
2723,Regions Bank,,,2023-11-14 19:35:23,'2023-11-14 19:35:23'),Major Bank,general,0,0,0
2724,MCP Holdings Inc,,,2023-11-14 19:35:24,'2023-11-14 19:35:24'),Private Lender,general,0,0,0
2725,Allanic Holdings Ltd,,,2023-11-14 19:35:24,'2023-11-14 19:35:24'),Major Bank,general,0,0,0
2726,2013654 Ontario Inc,,,2023-11-14 19:35:24,'2023-11-14 19:35:24'),Other,general,0,0,0
2727,Stephen &amp; Leslie Ault,,,2023-11-14 19:35:25,'2023-11-14 19:35:25'),Other,general,0,0,0
2728,Simcoe Estates Ltd,,,2023-11-14 19:35:25,'2023-11-14 19:35:25'),Major Bank,general,0,0,0
2729,Embree Properties Ltd,,,2023-11-14 19:35:25,'2023-11-14 19:35:25'),Major Bank,general,0,0,0
2730,Alldann Inc,,,2023-11-14 19:35:26,'2023-11-14 19:35:26'),Other,general,0,0,0
2731,La Seta Import-Export Ltd,,,2023-11-14 19:35:27,'2023-11-14 19:35:27'),Major Bank,general,0,0,0
2732,452207 Ontario Ltd,,,2023-11-14 19:35:27,'2023-11-14 19:35:27'),Major Bank,general,0,0,0
2733,1346775 Ontario Inc,,,2023-11-14 19:35:28,'2023-11-14 19:35:28'),Other,general,0,0,0
2734,1238455 Ontario Ltd,,,2023-11-14 19:35:28,'2023-11-14 19:35:28'),Major Bank,general,0,0,0
2735,2812379 Ontario Inc,,,2023-11-14 19:35:29,'2023-11-14 19:35:29'),Other,general,0,0,0
2736,802175 Ontario Ltd,,,2023-11-14 19:35:29,'2023-11-14 19:35:29'),Major Bank,general,0,0,0
2737,MJM Bloemberg Investments Inc,,,2023-11-14 19:35:29,'2023-11-14 19:35:29'),Other,general,0,0,0
2738,Nira Real Estate Holding Inc,,,2023-11-14 19:35:29,'2023-11-14 19:35:29'),Other,general,0,0,0
2739,LTP P306 Inc,,,2023-11-14 19:35:31,'2023-11-14 19:35:31'),Other,general,0,0,0
2740,Forrest Estates Home Sales Inc,,,2023-11-14 19:35:31,'2023-11-14 19:35:31'),Other,general,0,0,0
2741,E Manson Investments Ltd,,,2023-11-14 19:35:31,'2023-11-14 19:35:31'),Major Bank,general,0,0,0
2742,Davis Developers Inc,,,2023-11-14 19:35:31,'2023-11-14 19:35:31'),Other,general,0,0,0
2743,Vanderlaan&#039;s CS Ltd,,,2023-11-14 19:35:32,'2023-11-14 19:35:32'),Major Bank,general,0,0,0
2744,Parminder Badwal,,,2023-11-14 19:35:32,'2023-11-14 19:35:32'),Other,general,0,0,0
2745,1162820 Ontario Ltd,,,2023-11-14 19:35:32,'2023-11-14 19:35:32'),Major Bank,general,0,0,0
2746,Bettermade Security Living Inc,,,2023-11-14 19:35:32,'2023-11-14 19:35:32'),Other,general,0,0,0
2747,Quest-Tech Precision Inc,,,2023-11-14 19:35:32,'2023-11-14 19:35:32'),Other,general,0,0,0
2748,SKB Capital Inc,,,2023-11-14 19:35:32,'2023-11-14 19:35:32'),Private Lender,general,0,0,0
2749,Shreya Developments Inc,,,2023-11-14 19:35:33,'2023-11-14 19:35:33'),Development Company,general,0,0,0
2750,H3 Holdings Inc,,,2023-11-14 19:35:33,'2023-11-14 19:35:33'),Private Lender,general,0,0,0
2751,AJF Financial Cor,ajffinancial.com,,2023-12-02 14:02:20,'2023-11-14 19:35:33'),Credit Union,general,0,0,0
2752,Newcastle Golf Course Ltd,,,2023-11-14 19:35:33,'2023-11-14 19:35:33'),Major Bank,general,0,0,0
2753,"Church Extension Investors Fund, Ltd",,,2023-11-14 19:35:33,'2023-11-14 19:35:33'),Major Bank,general,0,0,0
2754,9398562 Canada Inc,,,2023-11-14 19:35:33,'2023-11-14 19:35:33'),Other,general,0,0,0
2755,2249952 Ontario Inc,,,2023-11-14 19:35:34,'2023-11-14 19:35:34'),Other,general,0,0,0
2756,368574 Ontario Ltd,,,2023-11-14 19:35:34,'2023-11-14 19:35:34'),Major Bank,general,0,0,0
2757,Hui Investors Corporation and 20 other,,,2023-11-14 19:35:35,'2023-11-14 19:35:35'),Other,general,0,0,0
